Date,Close,High,Low,Open,Volume
1/3/2005,81.60598754882812,82.59638375902203,81.33464491614056,82.46070985496311,55748000
1/4/2005,80.60879516601562,81.76877971377574,80.34423755909293,81.71451015968147,69167600
1/5/2005,80.05257415771484,80.89373184899449,80.04578917,80.54776978567675,65667300
1/6/2005,80.45954132080078,80.82585297877704,80.22211853565743,80.34422242164952,47814700
1/7/2005,80.34424591064453,80.88014616831434,80.13395266052721,80.70377269,55847700
1/10/2005,80.72411346435547,81.03615563484682,80.27639740967473,80.27639740967473,56563300
1/11/2005,80.16786957,80.54774612,80.03898066195724,80.47991176206737,63099700
1/12/2005,80.43240356445312,80.61555679893115,79.72013006002317,80.31708466958074,72720500
1/13/2005,79.78800964355469,80.54098309479579,79.70660528989072,80.47992853569006,55537500
1/14/2005,80.20854949951172,80.40527271676666,79.88294258334594,80.02539625609704,42032500
1/18/2005,81.04299164,81.14474582,80.01189017100032,80.07972974,57391700
1/19/2005,80.19498443603516,81.07684124187897,80.18819944913746,81.01579189,54378900
1/20/2005,79.70657348632812,80.18141908799001,79.56411980582956,79.97113106088673,72049300
1/21/2005,79.21818542480469,80.04577819694369,79.13000126113259,79.90332446696692,63160400
1/24/2005,79.06216430664062,79.59805943623267,78.94006037416167,79.42847092864693,58441900
1/25/2005,79.28601837158203,79.68624994660551,79.17748441635182,79.30637334015388,68245000
1/26/2005,79.5234375,79.77442515447765,79.39454859066497,79.58448687,57195100
1/27/2005,79.65909576416016,79.8761688,79.35383859,79.49629228,55878800
1/28/2005,79.65909576416016,79.74050009233096,79.10284579356636,79.69979534053088,60738900
1/31/2005,80.15431976,80.21536914555692,79.84905732502445,80.01186085345081,52532700
2/1/2005,80.66307830810547,80.77839724840956,80.11360803734229,80.21536217455254,49841200
2/2/2005,80.90727996826172,81.12435304302991,80.65629229847278,80.76482625,52468900
2/3/2005,80.69697570800781,80.83264958718782,80.43241811289342,80.76481005988316,48837100
2/4/2005,81.55852508544922,81.69419385085546,80.71058236308106,80.72414716944901,50024600
2/7/2005,81.44996643066406,81.75522366745415,81.37534707492775,81.57207036046617,45412000
2/8/2005,81.54495239257812,81.84342987706657,81.44998322,81.51781760531267,39263500
2/9/2005,80.93441772460938,81.73487568763431,80.89371813891624,81.68739111251548,55279400
2/10/2005,81.22611236572266,81.41605067,80.90050532049361,81.17184797513826,45858600
2/11/2005,81.92481231689453,82.10797079963837,81.03617021118536,81.19897372606734,53133000
2/14/2005,81.86379242,81.98589639342333,81.72812364,81.87057741116422,32432100
2/15/2005,82.16900634765625,82.37251458858051,81.86374916,81.94515349315502,43852700
2/16/2005,82.22328949,82.39287799339843,81.8569777,82.03335119372436,55523000
2/17/2005,81.55852508544922,82.30471364604686,81.55174009454942,82.23687926334375,58124000
2/18/2005,81.66702270507812,81.72807724513201,81.33463075500933,81.56526858860786,47723300
2/22/2005,80.45276641845703,81.72128999441193,80.43920161850363,81.33462850287498,80697600
2/23/2005,81.02938842773438,81.11079277611124,80.46635850494393,80.67664660229588,68292600
2/24/2005,81.56529235839844,81.61956192638843,80.71056995199514,80.88693828481628,68563600
2/25/2005,82.37250518798828,82.53530865689035,81.52456290662278,81.58561226667518,60899900
2/28/2005,81.82984161376953,82.28434272963442,81.42961523574128,82.18258859398019,69381300
3/1/2005,82.23686218261719,82.43358029896808,81.93159976070915,81.95873454,47294400
3/2/2005,82.1961441,82.71169453771647,81.84340233910356,81.91802168511839,64226500
3/3/2005,82.23006439208984,82.69134527245743,81.87731744952241,82.52854177804234,61230800
3/4/2005,83.25439453,83.32222890091745,82.61674007,82.79311357190848,56168500
3/7/2005,83.29509735107422,83.60713960400093,83.03053967630089,83.20691318462673,43442400
3/8/2005,82.98305511,83.4375511,82.83381639039675,83.21369301569989,44362000
3/9/2005,82.06046295166016,82.95588979,82.05367796429722,82.73881678,73263600
3/10/2005,82.24362946,82.42000292741207,81.67381464,82.21649467717248,65149000
3/11/2005,81.66702270507812,82.56923460212276,81.51100421186248,82.29110702879935,57976500
3/14/2005,82.17581939697266,82.18938937789721,81.59243443,81.81629253394183,36336400
3/15/2005,81.49745941,82.39288659739448,81.45675982263215,82.36575181292486,62438500
3/16/2005,80.8055191,81.51100779,80.65628041669251,81.19896043595357,74874200
3/17/2005,80.96833801269531,81.22611068278002,80.71056534261061,80.93441824078101,62584200
3/18/2005,80.72792816,81.40213497627681,80.46233138021857,81.11610847257542,60232000
3/21/2005,80.42825317382812,80.89134578525557,80.19670946599283,80.84367471624496,61244300
3/22/2005,79.61107635498047,80.99354329860445,79.61107635498047,80.61217454057291,92472400
3/23/2005,79.67919158935547,80.16952590738089,79.50893690647223,79.64513857447459,70817300
3/24/2005,79.77450561523438,80.35337029339746,79.72002288897558,79.99243132451079,51932500
3/28/2005,79.89030456542969,80.31934968530926,79.89030456542969,79.96521704046388,46765500
3/29/2005,79.35908508300781,80.29208229976634,79.16840073406652,79.77450678424083,71160300
3/30/2005,80.48277282714844,80.49639091207874,79.52253417314645,79.52934581349122,62002100
3/31/2005,80.33295440673828,80.67346371086776,80.27166523,80.48959097277209,64575400
4/1/2005,79.97201538085938,81.03440274716907,79.61788799067602,80.78923563,95255300
4/4/2005,80.10817719,80.26481367320456,79.50207134075636,79.92430454,71581200
4/5/2005,80.48958587646484,80.61897587,80.13545331296716,80.21036577079323,46853900
4/6/2005,80.76879119873047,81.00714662908344,80.48276468230691,80.66663738693386,53268200
4/7/2005,81.20465087890625,81.21827415960384,80.57811505655754,80.63940942817818,46734600
4/8/2005,80.36016845703125,81.18420006941325,80.36016845703125,81.15695871085214,63772900
4/11/2005,80.4214859,80.64622329122899,80.24442480159675,80.55769274158791,44945000
4/12/2005,80.83692169189453,81.08208885193004,79.72686302533866,80.28529817969495,86144800
4/13/2005,79.88348388671875,80.90501179,79.76770677590028,80.74156358207706,65949000
4/14/2005,78.84154510498047,80.01970992879035,78.84154510498047,79.95160908715212,96119800
4/15/2005,77.73827362060547,79.13435862222096,77.70422061256821,78.82109069216442,128677300
4/18/2005,77.97659301757812,78.28986080271683,77.60884252308733,77.71780794179148,100035200
4/19/2005,78.59632110595703,78.67803997314664,78.20132926201705,78.38520190895073,64930100
4/20/2005,77.49992370605469,78.74618387484117,77.32966905,78.57592921397176,107735900
4/21/2005,79.00498199,79.14118365831219,77.89491817214459,78.17413833718385,86952200
4/22/2005,78.70530700683594,79.33865441298454,77.81998088787252,78.82107890363244,88845800
4/25/2005,79.22286987304688,79.33864175136739,78.80744824306578,78.90279040118361,52284100
4/26/2005,78.45330810546875,79.52250665621938,78.41926030704484,78.97088348,72626000
4/27/2005,78.75978088378906,79.04580737165143,77.93574922356183,78.22177571,84131900
4/28/2005,77.77233123779297,78.78024117,77.77233123779297,78.50102101812564,72481500
4/29/2005,78.82788848876953,78.90961257625044,77.61567643447528,78.36479571789502,103993800
5/2/2005,79.27056884765625,79.27738048870683,78.67126913343972,79.04583145482505,56026400
5/3/2005,79.40674591064453,79.57700051388166,78.78702185665563,79.04580698310312,86000300
5/4/2005,80.01965332,80.18990790184507,79.18881013,79.44078878225322,81055700
5/5/2005,79.99243164,80.36018225068699,79.50209749387568,80.13544490080042,96906700
5/6/2005,79.74045563,80.35337333,79.72002590326159,80.31251388327125,67415400
5/9/2005,80.23758697509766,80.41465321235398,79.71320509783911,79.82216533908745,43750500
5/10/2005,79.40674591064453,80.01966352144981,79.26373266741632,79.92432135929768,74613500
5/11/2005,79.84259033203125,79.95155576258566,78.89597523606007,79.63147630502921,91647400
5/12/2005,78.96406555175781,80.08093508791526,78.96406555175781,79.89706244295635,95086800
5/13/2005,78.80745697021484,79.42037462295974,78.18092123441274,79.20244892373472,85267000
5/16/2005,79.54296112060547,79.57019728773585,78.76660046342178,78.79383663055216,49207000
5/17/2005,80.07415008544922,80.15586897364076,79.10710513962104,79.27735975103128,61071800
